date,NG1,NG2,NG3,NG4,NG5,NG6,NG7,NG8,NG9,NG10,NG11,NG12,NG13,NG14,NG15
2000-01-04,3042.888867067865,763.927883694073,112.92791429146898,35.09815981994292,16.54173535589721,11.41994261748907,10.023665501872571,7.480198064779986,2.970163507888294,1.781112466860784,1.7260287210513947,2.2214612528798208,1.7664340919858021,1.8002500854580732,1.584718270800918
2000-01-05,3031.701775644821,762.5420734742198,112.97866841025166,35.11375900208511,16.570819725753733,11.459664157028161,10.045175513679165,7.512028694842879,2.978899282911495,1.7846534459201493,1.7325543494863715,2.22726357704779,1.7636954344788474,1.8053727483028728,1.5840481996504734
2000-01-06,3070.856595625474,775.0143654528985,114.70430844886286,35.612932830635415,16.788952499677652,11.5937243529726,10.157027575073451,7.582056080981246,3.00385864012064,1.8002337537813569,1.7456056063563254,2.242183839193998,1.7760193932601436,1.8185453099037854,1.596109480358472
2000-01-07,3038.693707784223,769.4711245734858,113.99375078590532,35.410143462786856,16.701699390108086,11.53414204366396,10.105403546737628,7.543859324905774,2.988883025795153,1.79173540403888,1.7358171637038602,2.23306590121576,1.7684880851160183,1.811959029103329,1.5914189823053615
2000-01-10,3098.824324183083,780.5576063323113,115.36411199303775,35.768924652057386,16.832579054462435,11.618550315184532,10.174235584518726,7.591605270000113,3.00385864012064,1.8002337537813569,1.7436479178258326,2.2430127426465654,1.7767040576368824,1.8214725458150993,1.6001299072611381
2000-01-11,3160.3533270098224,793.3763508659533,117.14050615043163,36.28369766274988,17.057982920850485,11.762540896013743,10.29038964827433,7.667998782151058,3.0338098687716144,1.8151058658306916,1.757351737539284,2.2595908116979073,1.78834335204144,1.8339132984381834,1.6115211168186923
2000-01-12,3137.9791441637353,790.9511829812102,116.9882437940836,36.28369766274988,17.057982920850485,11.757575703571355,10.281785643551695,7.664815719144769,3.0325619009111575,1.8136894742069454,1.7534363604782977,2.2546173909825047,1.7856046945344852,1.8317178715046982,1.6101809745178037
2000-01-13,3149.1662355867784,793.3763508659533,117.24201438799702,36.33049520917647,17.079796198242878,11.767506088456129,10.281785643551695,7.6584495931321905,3.0288179973297855,1.8101484951475801,1.7495209834173118,2.2471572599094007,1.7794427151438372,1.8243997817264133,1.6034802630133598
2000-01-14,3291.801651230585,820.746102708054,120.94706505913285,37.45363632341464,17.588772670732023,12.105139174538415,10.539905785230816,7.862165625534709,3.2322367585843197,1.9192106501760335,1.784759376966187,2.173384852630929,1.7219309074977878,1.7665868724779632,1.6028101918629156
2000-01-18,3318.780885728724,832.762258967471,122.70884850503498,37.885033947005596,17.775440460813645,12.217713406468421,10.672361804056822,7.927953223296276,3.1277061996470237,1.8579164333218527,1.784610253830104,2.291260487545072,1.8166037929755323,1.8610851172002982,1.6351338414897862
2000-01-19,3365.6797012377747,844.4670612845003,124.47480643993475,38.39594776811356,17.99916707643899,12.365508326707959,10.80078974393717,8.019514610582453,3.159840167451616,1.8748373480151301,1.8053013872078445,2.311146899323765,1.8287382780366654,1.8755712365066506,1.6473060537093132
2000-01-20,3544.9987017135577,885.4338693941031,129.8735921266283,40.006100416453805,18.72808282412156,12.838452071474478,11.190354494907552,8.291041483224221,3.2502913360867662,1.922892745744038,1.839571076864727,2.3630244952681823,1.8701382858922966,1.915979885098054,1.6784128182703266
2000-01-21,3407.0610090398786,853.7620513597884,126.39213219782592,38.70559250817899,18.186808754060245,12.562568220360674,10.916374889829479,8.193165517504514,3.213396780459271,1.901910811524374,1.8234061289133674,2.343138083489489,1.8630003535033945,1.8946319198044823,1.660154499941036
2000-01-24,3462.23608610935,860.6472291933351,126.13985249284025,38.937826063228066,18.25897863006842,12.537935733654086,10.980588859769654,8.145806179253043,3.1955445761233863,1.8951424456470627,1.8234061289133674,2.338814950494121,1.852293454920042,1.890819783144916,1.6736791801849549
2000-01-25,3562.9306017611366,877.1716559938471,128.15809013272568,39.324881988309855,18.417752357286407,12.646318675163082,11.031960035721792,8.186850939070984,3.2074460456806424,1.897849791997987,1.8279323143397481,2.3353564440978265,1.852293454920042,1.898444056464049,1.66285943598982
2000-01-26,3436.027924501351,846.8768735262416,124.52526238093188,38.349501057103744,18.013601051640624,12.404920305438502,10.852160919889307,8.082660394917749,3.1657909022302446,1.881605713892441,1.8169401497328235,2.317199285517281,1.852293454920042,1.8831955098257835,1.6635356700020159
2000-01-27,3503.617393911454,855.483345818175,125.88757278785457,38.70559250817899,18.07855394004798,12.464038273534317,10.873565576536032,8.076345816484217,3.171741637008873,1.8782215309537855,1.8104741705522795,2.3085530195265442,1.8237417253644344,1.8740463818428241,1.6432486496361376
2000-01-28,3492.5823784975596,864.0898181101084,125.88757278785457,38.70559250817899,18.150723816056157,12.464038273534317,10.873565576536032,8.076345816484217,3.1836431065661293,1.8782215309537855,1.8137071601425516,2.3085530195265442,1.8237417253644344,1.8755712365066506,1.660154499941036
2000-01-31,3671.9013789733426,892.6633061193271,129.4699445986512,39.650008965378554,18.533224158899486,12.685730653893625,11.044802829709827,8.193165517504514,3.2229179561050763,1.9086791774016847,1.8402176747827814,2.343138083489489,1.8501520752033713,1.9007313384597886,1.6648881380264078
2000-02-01,3722.938325262604,898.5157072778418,129.77268024463405,39.711937913391644,18.562092109302757,12.695583648576259,11.053364692368516,8.196322806721279,3.2205376621936246,1.9073255042262227,1.839571076864727,2.3422734568904153,1.8494382819644812,1.898444056464049,1.6635356700020159
2000-02-02,3805.7009408668114,907.4664384614525,130.47906341859394,39.88224252042763,18.627044997710115,12.73992212464812,11.083331211673931,8.224738409672161,3.2312489847951555,1.9140938701035335,1.8460370560452708,2.3474612164848567,1.852293454920042,1.898444056464049,1.6635356700020159
2000-02-03,3667.7632481931323,884.4010927190711,128.41036983771136,39.324881988309855,18.38166741928232,12.587200707067266,10.950622340464239,8.139491600819513,3.203875604813466,1.8998803017611805,1.8331050976841832,2.331897937701532,1.8394451766200184,1.8847203644896098,1.650010989758097
2000-02-04,3782.2515331122863,909.8762507031937,130.8322550055739,39.990618179450536,18.64869596051257,12.73992212464812,11.070488417685896,8.221581120455397,3.227678543927979,1.9086791774016847,1.842804066454999,2.341408830291342,1.8437279360533596,1.887770073817263,1.651363457782489
2000-02-07,3533.963686299663,863.4013003267537,125.93802872885169,38.78300369319535,18.186808754060245,12.513303246947498,10.916374889829479,8.082660394917749,3.209826339592094,1.9005571383489115,1.8350448914383464,2.334491817498753,1.8401589698589085,1.8839579371576967,1.647982287721509
2000-02-08,3441.5454322082987,848.5981679846283,124.37389455794047,38.3185365830972,17.97029912603572,12.365508326707959,10.76654229330241,8.035301056666276,3.1955445761233863,1.8917582627084073,1.8298721080939113,2.327574804706164,1.834448623947787,1.8778585185023906,1.6439248836483336
2000-02-09,3503.617393911454,863.0570414350765,126.08939655184311,38.89137935221825,18.23011067966515,12.513303246947498,10.903532095841447,8.136334311602749,3.226488396972253,1.916124379866727,1.8492700456355426,2.349190469683004,1.8487244887255907,1.8892949284810896,1.6540683938312728
2000-02-10,3575.3449941017675,887.4994227441671,129.4699445986512,39.91320699443417,18.706431861319107,12.838452071474478,11.186073563578208,8.344715399909221,3.3062282430058723,1.9648566141833657,1.893238704063241,2.4002034390283473,1.8865555303867707,1.9236041584171868,1.6790890522825226
2000-02-11,3544.9987017135577,888.1879405275218,129.92404806762545,40.09899383847343,18.814686675331373,12.927129023618201,11.27597312149445,8.420490341111575,3.340742504721916,1.9817775288766428,1.9094036520146005,2.4183605976088933,1.9001176019256845,1.9365654230597125,1.6892325624654616
2000-02-14,3522.928670885769,881.3027626939751,130.02495994961973,40.17640502348979,18.85077161333546,12.917276028935564,11.374434542069384,8.834095228507758,3.475229110718915,1.9932837508680714,1.8033615934536815,2.2947189939413666,1.80732448086996,1.898444056464049,1.6838226903678941
2000-02-15,3609.2958133533452,906.7133721359083,132.32496376990477,40.82021550326745,19.13677375864489,13.123211884998803,11.427379850467428,8.523835706700353,3.381350155817446,2.005890837801854,1.9301759289102034,2.4432448378187805,1.919097397976838,1.9544999185154648,1.7047859447459681
2000-02-16,3550.2845129829298,892.9752907399097,130.97164027680347,40.40509466764101,18.936013299580797,12.990703762001433,11.31331727894705,8.448881119057894,3.35055877159921,1.9884424732040462,1.9172033987901842,2.4332501583037165,1.9138600951363554,1.9506234807556166,1.7027572427093802
2000-02-17,3684.775383594575,922.1687137064067,134.3298874633882,41.48133387111698,19.35904426689442,13.290073965810306,11.558340580731565,8.589795743825718,3.4075798534848327,2.021997020507523,1.947927812232335,2.469594447449403,1.9430393538190442,1.9793091201784934,1.727101667148434
2000-02-18,3636.7429298047014,910.147892484908,132.82619469327562,41.05083818972659,19.251494020967225,13.177196675849583,11.469625247326826,8.499850238654766,3.387052264006009,2.0099173834782715,1.9356380468554746,2.456873946248413,1.9348093064982856,1.9738821073147057,1.7223680290630627
2000-02-22,3491.2732126125134,880.611017483511,129.518070599028,40.051473215070324,18.82129303725846,12.90727272159568,11.258398263029832,8.394913815955325,3.3357332903089474,1.979718290905142,1.9110585161017541,2.425981300474579,1.9123637228962176,1.9529493434115257,1.7101958168435356
2000-02-23,3485.7837893222422,880.9544695184109,129.31757822967967,40.128347443890036,18.82129303725846,12.90727272159568,11.258398263029832,8.394913815955325,3.3357332903089474,1.979718290905142,1.9110585161017541,2.425981300474579,1.9123637228962176,1.9529493434115257,1.7101958168435356
2000-02-24,3507.741482483327,884.7324419023106,130.11954770707302,40.17447198118187,18.857143119234188,12.93181126289149,11.271071882087652,8.400910182966722,3.3357332903089474,1.979718290905142,1.912424045588072,2.426889907703221,1.9131119090162865,1.9537246309634952,1.7108720508557316
