date,RB1,RB2,RB3,RB4,RB5,RB6,RB7,RB8,RB9,RB10,RB11,RB12,RB13,RB14,RB15
2019-02-14,1.1218008669548982,0.960710719995549,1.0283796204207187,0.9813132336021069,1.0101614740660014,1.0319600587883577,1.0013702418801866,1.0474511302091225,1.089340395842354,1.2099179789759806,1.2442122671534435,1.3143674668100571,1.4299406891589468,1.3212984832507424,1.3473507590913123
2019-02-15,1.037480209450121,0.9828543063475786,1.057207521234186,1.012804138491133,1.0463493856479917,1.0746977567958889,1.1071924535844297,1.0943008356684363,1.1334384876518504,1.25016717753095,1.2760224397439544,1.3395694820016792,1.3122114658666928,1.3448384791643833,1.3831247884495554
2019-02-19,1.0361074074240393,0.9821251027188537,1.056966713188805,1.0128619238587655,1.0467698475136367,1.0754465446424635,1.1082942061347967,1.0958870787654535,1.1355290375559337,1.2527977658659957,1.2785338165220679,1.342095541745224,1.314430663339831,1.3463432777312003,1.3846734669720608
2019-02-20,1.0531182151385303,0.9976066566825526,1.0729202461953,1.0275971926049992,1.061606144772825,1.0905470995483801,1.1248893539246994,1.1120943451915004,1.1520371730054202,1.2708930250191885,1.296842563356055,1.3608725858389052,1.330630804893741,1.362595102252824,1.4010120253844927
2019-02-21,1.0551475746553467,0.9992894342873024,1.0748467105583486,1.0296196804721294,1.0639487180242755,1.0931054580241761,1.1278503139038107,1.1149909630208363,1.1548486021867739,1.2740019021424245,1.3000020373672299,1.36398805952261,1.3329979488650885,1.3646265803180273,1.4036447788727517
2019-02-22,1.0546103912538365,0.9996259898082525,1.075629336705837,1.0306598170895105,1.0652101036212105,1.0942286397940377,1.1283323306445963,1.1156116668414082,1.1557857452472249,1.2752773389109315,1.301541268295751,1.3657563013430913,1.3346993335944946,1.3659808990281623,1.4046514199123803
2019-02-25,1.0168881790588948,0.964624215629455,1.0383642916831184,0.9955263135690787,1.0294107790605789,1.0576004342991072,1.088324941159395,1.0762314577806735,1.1154885936478238,1.23127477039744,1.2577947050640998,1.32146605383961,1.2959373510636785,1.326630416505897,1.3643083444011153
2019-02-26,1.0291837102490182,0.9755061774735042,1.0495618657933377,1.0057543236399937,1.0394417978552524,1.0673346763045741,1.0987227308534833,1.0862316860010002,1.125797167312787,1.2422754125258129,1.2687313458720126,1.3326649187026576,1.3057757931945917,1.3366373269752303,1.3745296226496506
2019-02-27,1.0508501074432648,0.9950263976886028,1.0696091355713104,1.0247079242233847,1.0589632416173418,1.0876767461365118,1.1206889223264254,1.1075425171739723,1.1472072818477101,1.2655521335510656,1.2918198097998286,1.3560730723261705,1.325082811210895,1.357629266982328,1.3955142166295986
2019-02-28,1.045896082740448,0.9904828981557781,1.0650939847204157,1.0204318070185954,1.0543982270760532,1.0831216200698508,1.1161441930561615,1.103059656247619,1.1426657424009081,1.2606895308711326,1.287040092706,1.3513577608048872,1.3190909780334217,1.3497290745065385,1.3880031257954475
2019-03-01,1.032764932925753,0.978142529054279,1.0520301482584933,1.0078345968747562,1.041063579337026,1.0695186408570827,1.1009950954886154,1.0880248303715416,1.127094750011873,1.2437102788903833,1.269946528184003,1.3338437465829784,1.303630568970558,1.3340039294833004,1.371742001309141
